2026-08-28 00:00:01 [main] INFO  o.s.s.web.DefaultSecurityFilterChain - Will secure any request with [org.springframework.security.web.session.DisableEncodeUrlFilter@15ddb571, org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@2534e203, org.springframework.security.web.context.SecurityContextHolderFilter@26952841, org.springframework.security.web.header.HeaderWriterFilter@3f40998d, org.springframework.web.filter.CorsFilter@75ed5c27, org.springframework.security.web.authentication.logout.LogoutFilter@6dfba445, com.myfinance.security.JwtAuthFilter@6fcc4b51, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@5a9845fe, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@612f23d1, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@716f63cc, org.springframework.security.web.session.SessionManagementFilter@2b037eb, org.springframework.security.web.access.ExceptionTranslationFilter@4d7630f5, org.springframework.security.web.access.intercept.AuthorizationFilter@6dfd3f61]
2026-08-28 08:40:55 [main] INFO  c.m.c.UserManagementControllerTest - No active profile set, falling back to 1 default profile: "default"
2026-08-28 08:40:55 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data JPA repositories in DEFAULT mode.
2026-08-28 08:40:55 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 21 ms. Found 35 JPA repository interfaces.
2026-08-28 08:40:56 [main] INFO  o.h.jpa.internal.util.LogHelper - HHH000204: Processing PersistenceUnitInfo [name: default]
2026-08-28 08:40:56 [main] INFO  o.h.c.i.RegionFactoryInitiator - HHH000026: Second-level cache disabled
2026-08-28 08:40:56 [main] INFO  o.s.o.j.p.SpringPersistenceUnitInfo - No LoadTimeWeaver setup: ignoring JPA class transformer
2026-08-28 08:40:56 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-21 - Starting...
2026-08-28 08:40:56 [main] INFO  com.zaxxer.hikari.pool.HikariPool - HikariPool-21 - Added connection conn200: url=jdbc:h2:mem:testdb user=SA
2026-08-28 08:40:56 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-21 - Start completed.
2026-08-28 08:40:56 [main] WARN  org.hibernate.orm.deprecation - HHH90000025: H2Dialect does not need to be specified explicitly using 'hibernate.dialect' (remove the property setting and it will be selected by default)
2026-08-28 08:40:56 [main] INFO  o.h.e.t.j.p.i.JtaPlatformInitiator - HHH000489: No JTA platform available (set 'hibernate.transaction.jta.platform' to enable JTA platform integration)
2026-08-28 08:40:56 [main] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Initialized JPA EntityManagerFactory for persistence unit 'default'
2026-08-28 08:40:59 [main] INFO  o.s.s.web.DefaultSecurityFilterChain - Will secure any request with [org.springframework.security.web.session.DisableEncodeUrlFilter@6438102d, org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@3f4825ec, org.springframework.security.web.context.SecurityContextHolderFilter@1f968900, org.springframework.security.web.header.HeaderWriterFilter@3aa2414d, org.springframework.web.filter.CorsFilter@1a75d08c, org.springframework.security.web.authentication.logout.LogoutFilter@12392244, com.myfinance.provisioning.ProvisioningTokenFilter@7d1ee3d7, com.myfinance.security.JwtAuthFilter@71eb5576, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@27b96cfc, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@f39e96f, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@68cce660, org.springframework.security.web.session.SessionManagementFilter@45ce71b5, org.springframework.security.web.access.ExceptionTranslationFilter@785809ff, org.springframework.security.web.access.intercept.AuthorizationFilter@3eb98e4c]
2026-08-28 08:40:59 [main] INFO  o.s.b.a.h.H2ConsoleAutoConfiguration - H2 console available at '/h2-console'. Database available at 'jdbc:h2:mem:testdb'
2026-08-28 08:40:59 [main] DEBUG c.m.p.ProvisioningTokenFilter - Filter 'provisioningTokenFilter' configured for use
2026-08-28 08:40:59 [main] DEBUG c.myfinance.security.JwtAuthFilter - Filter 'jwtAuthFilter' configured for use
2026-08-28 08:40:59 [main] DEBUG c.m.config.RequestLoggingConfig$1 - Filter 'requestLoggingFilter' configured for use
2026-08-28 08:40:59 [main] INFO  o.s.b.t.m.w.SpringBootMockServletContext - Initializing Spring TestDispatcherServlet ''
2026-08-28 08:40:59 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Initializing Servlet ''
2026-08-28 08:40:59 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Completed initialization in 1 ms
2026-08-28 08:40:59 [main] INFO  c.m.c.UserManagementControllerTest - Started UserManagementControllerTest in 4.007 seconds (process running for 106.51)
2026-08-28 08:40:59 [main] INFO  c.m.config.AdminUserInitializer - Admin user created (admin / admin123) — change password immediately!
2026-08-28 08:40:59 [main] INFO  c.m.c.UserManagementController - Creating user: username=newuser, role=USER
2026-08-28 08:41:00 [main] INFO  c.m.c.UserManagementController - Created user id=3, username=newuser
2026-08-28 08:41:00 [main] INFO  c.m.config.RequestLoggingConfig - [HTTP] POST /api/admin/users → 201 (77ms)
2026-08-28 08:41:00 [main] INFO  c.m.config.RequestLoggingConfig - [HTTP] GET /api/admin/users → 200 (3ms)
2026-08-28 08:41:00 [main] WARN  c.m.c.UserManagementController - Non-admin user attempted to create user
2026-08-28 08:41:00 [main] WARN  c.m.config.RequestLoggingConfig - [HTTP] POST /api/admin/users → 403 (4ms)
2026-08-28 08:41:00 [main] WARN  c.m.c.UserManagementController - User creation failed: username=user already taken
2026-08-28 08:41:00 [main] WARN  c.m.config.RequestLoggingConfig - [HTTP] POST /api/admin/users → 400 (5ms)
2026-08-28 08:41:00 [main] INFO  c.m.c.UserManagementController - Updating role for user id=2 to ADMIN
2026-08-28 08:41:00 [main] INFO  c.m.config.RequestLoggingConfig - [HTTP] PUT /api/admin/users/2/role → 200 (7ms)
2026-08-28 08:41:00 [main] INFO  c.m.c.UserManagementController - Updating role for user id=2 to USER
2026-08-28 08:41:00 [main] INFO  c.m.config.RequestLoggingConfig - [HTTP] PUT /api/admin/users/2/role → 200 (5ms)
2026-08-28 08:41:00 [main] WARN  c.m.c.UserManagementController - Non-admin user attempted to toggle user active status
2026-08-28 08:41:00 [main] WARN  c.m.config.RequestLoggingConfig - [HTTP] PUT /api/admin/users/2/toggle-active → 403 (4ms)
2026-08-28 08:41:00 [main] WARN  c.m.c.UserManagementController - Non-admin user attempted to list users
2026-08-28 08:41:00 [main] WARN  c.m.config.RequestLoggingConfig - [HTTP] GET /api/admin/users → 403 (2ms)
2026-08-28 08:41:00 [main] INFO  c.m.c.UserManagementController - Toggled user id=2 active=false
2026-08-28 08:41:00 [main] INFO  c.m.config.RequestLoggingConfig - [HTTP] PUT /api/admin/users/2/toggle-active → 200 (5ms)
2026-08-28 08:41:00 [main] INFO  c.m.c.UserManagementController - Toggled user id=2 active=true
2026-08-28 08:41:00 [main] INFO  c.m.config.RequestLoggingConfig - [HTTP] PUT /api/admin/users/2/toggle-active → 200 (5ms)
2026-08-28 08:41:00 [main] WARN  c.m.c.UserManagementController - Non-admin user attempted to update user role
2026-08-28 08:41:00 [main] WARN  c.m.config.RequestLoggingConfig - [HTTP] PUT /api/admin/users/2/role → 403 (3ms)
2026-08-28 08:41:00 [main] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Closing JPA EntityManagerFactory for persistence unit 'default'
2026-08-28 08:41:00 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-21 - Shutdown initiated...
2026-08-28 08:41:00 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-21 - Shutdown completed.
2026-08-28 08:41:00 [main] INFO  o.s.t.c.s.AnnotationConfigContextLoaderUtils - Could not detect default configuration classes for test class [com.myfinance.controller.AuthControllerTest]: AuthControllerTest does not declare any static, non-private, non-final, nested classes annotated with @Configuration.
2026-08-28 08:41:00 [main] INFO  o.s.b.t.c.SpringBootTestContextBootstrapper - Found @SpringBootConfiguration com.myfinance.MyFinanceApplication for test class com.myfinance.controller.AuthControllerTest
2026-08-28 08:41:00 [main] INFO  c.m.controller.AuthControllerTest - Starting AuthControllerTest using Java 17.0.20 with PID 27124 (started by mugu in /Users/mugu/Documents/Projects/myfinance/backend)
2026-08-28 08:41:00 [main] DEBUG c.m.controller.AuthControllerTest - Running with Spring Boot v3.2.5, Spring v6.1.6
2026-08-28 08:41:00 [main] INFO  c.m.controller.AuthControllerTest - No active profile set, falling back to 1 default profile: "default"
2026-08-28 08:41:00 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data JPA repositories in DEFAULT mode.
2026-08-28 08:41:00 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 20 ms. Found 35 JPA repository interfaces.
2026-08-28 08:41:00 [main] INFO  o.h.jpa.internal.util.LogHelper - HHH000204: Processing PersistenceUnitInfo [name: default]
2026-08-28 08:41:00 [main] INFO  o.h.c.i.RegionFactoryInitiator - HHH000026: Second-level cache disabled
2026-08-28 08:41:00 [main] INFO  o.s.o.j.p.SpringPersistenceUnitInfo - No LoadTimeWeaver setup: ignoring JPA class transformer
2026-08-28 08:41:00 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-22 - Starting...
2026-08-28 08:41:00 [main] INFO  com.zaxxer.hikari.pool.HikariPool - HikariPool-22 - Added connection conn210: url=jdbc:h2:mem:testdb user=SA
2026-08-28 08:41:00 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-22 - Start completed.
2026-08-28 08:41:00 [main] WARN  org.hibernate.orm.deprecation - HHH90000025: H2Dialect does not need to be specified explicitly using 'hibernate.dialect' (remove the property setting and it will be selected by default)
2026-08-28 08:41:00 [main] INFO  o.h.e.t.j.p.i.JtaPlatformInitiator - HHH000489: No JTA platform available (set 'hibernate.transaction.jta.platform' to enable JTA platform integration)
2026-08-28 08:41:00 [main] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Initialized JPA EntityManagerFactory for persistence unit 'default'
2026-08-28 08:41:04 [main] INFO  o.s.s.web.DefaultSecurityFilterChain - Will secure any request with [org.springframework.security.web.session.DisableEncodeUrlFilter@464119f5, org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@3c991317, org.springframework.security.web.context.SecurityContextHolderFilter@55eef302, org.springframework.security.web.header.HeaderWriterFilter@5e87c4a3, org.springframework.web.filter.CorsFilter@6c5e41ff, org.springframework.security.web.authentication.logout.LogoutFilter@49a6609a, com.myfinance.provisioning.ProvisioningTokenFilter@1eddb1b7, com.myfinance.security.JwtAuthFilter@22a37ed3, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@6b58523d, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@b9a2129, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@29775471, org.springframework.security.web.session.SessionManagementFilter@54ca88f, org.springframework.security.web.access.ExceptionTranslationFilter@17d52ba1, org.springframework.security.web.access.intercept.AuthorizationFilter@3a8ffc71]
2026-08-28 08:41:04 [main] INFO  o.s.b.a.h.H2ConsoleAutoConfiguration - H2 console available at '/h2-console'. Database available at 'jdbc:h2:mem:testdb'
2026-08-28 08:41:04 [main] DEBUG c.m.p.ProvisioningTokenFilter - Filter 'provisioningTokenFilter' configured for use
2026-08-28 08:41:04 [main] DEBUG c.myfinance.security.JwtAuthFilter - Filter 'jwtAuthFilter' configured for use
2026-08-28 08:41:04 [main] DEBUG c.m.config.RequestLoggingConfig$1 - Filter 'requestLoggingFilter' configured for use
2026-08-28 08:41:04 [main] INFO  o.s.b.t.m.w.SpringBootMockServletContext - Initializing Spring TestDispatcherServlet ''
2026-08-28 08:41:04 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Initializing Servlet ''
2026-08-28 08:41:04 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Completed initialization in 0 ms
2026-08-28 08:41:04 [main] INFO  c.m.controller.AuthControllerTest - Started AuthControllerTest in 4.182 seconds (process running for 111.041)
2026-08-28 08:41:04 [main] INFO  c.m.config.AdminUserInitializer - Admin user created (admin / admin123) — change password immediately!
2026-08-28 08:41:04 [main] INFO  c.m.config.RequestLoggingConfig - [HTTP] GET /api/auth/me → 200 (2ms)
2026-08-28 08:41:04 [main] INFO  c.m.controller.AuthController - Login attempt for user=user
2026-08-28 08:41:04 [main] INFO  c.m.controller.AuthController - Login successful for user=user
2026-08-28 08:41:04 [main] INFO  c.m.config.RequestLoggingConfig - [HTTP] POST /api/auth/login → 200 (144ms)
2026-08-28 08:41:04 [main] INFO  c.m.controller.AuthController - Password change requested for user=user
2026-08-28 08:41:04 [main] INFO  c.m.config.RequestLoggingConfig - [HTTP] POST /api/auth/change-password → 200 (143ms)
2026-08-28 08:41:04 [main] INFO  c.m.controller.AuthController - Password change requested for user=user
2026-08-28 08:41:04 [main] INFO  c.m.config.RequestLoggingConfig - [HTTP] POST /api/auth/change-password → 200 (135ms)
2026-08-28 08:41:04 [main] INFO  c.m.controller.AuthController - Login attempt for user=user
2026-08-28 08:41:04 [main] WARN  c.m.controller.AuthController - Login failed for user=user
2026-08-28 08:41:04 [main] WARN  c.m.config.RequestLoggingConfig - [HTTP] POST /api/auth/login → 401 (72ms)
2026-08-28 08:41:04 [main] WARN  c.m.config.RequestLoggingConfig - [HTTP] POST /api/auth/register → 403 (3ms)
2026-08-28 08:41:04 [main] INFO  c.m.controller.AuthController - Password change requested for user=user
2026-08-28 08:41:05 [main] WARN  c.m.controller.AuthController - Password change failed for user=user: incorrect current password
2026-08-28 08:41:05 [main] WARN  c.m.config.RequestLoggingConfig - [HTTP] POST /api/auth/change-password → 400 (76ms)
2026-08-28 08:41:05 [main] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Closing JPA EntityManagerFactory for persistence unit 'default'
2026-08-28 08:41:05 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-22 - Shutdown initiated...
2026-08-28 08:41:05 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-22 - Shutdown completed.
2026-08-28 08:41:05 [main] INFO  o.s.t.c.s.AnnotationConfigContextLoaderUtils - Could not detect default configuration classes for test class [com.myfinance.controller.TaxControllerTest]: TaxControllerTest does not declare any static, non-private, non-final, nested classes annotated with @Configuration.
2026-08-28 08:41:05 [main] INFO  o.s.b.t.c.SpringBootTestContextBootstrapper - Found @SpringBootConfiguration com.myfinance.MyFinanceApplication for test class com.myfinance.controller.TaxControllerTest
2026-08-28 08:41:05 [main] INFO  c.m.controller.TaxControllerTest - Starting TaxControllerTest using Java 17.0.20 with PID 27124 (started by mugu in /Users/mugu/Documents/Projects/myfinance/backend)
2026-08-28 08:41:05 [main] DEBUG c.m.controller.TaxControllerTest - Running with Spring Boot v3.2.5, Spring v6.1.6
2026-08-28 08:41:05 [main] INFO  c.m.controller.TaxControllerTest - No active profile set, falling back to 1 default profile: "default"
2026-08-28 08:41:05 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data JPA repositories in DEFAULT mode.
2026-08-28 08:41:05 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 21 ms. Found 35 JPA repository interfaces.
2026-08-28 08:41:05 [main] INFO  o.h.jpa.internal.util.LogHelper - HHH000204: Processing PersistenceUnitInfo [name: default]
2026-08-28 08:41:05 [main] INFO  o.h.c.i.RegionFactoryInitiator - HHH000026: Second-level cache disabled
2026-08-28 08:41:05 [main] INFO  o.s.o.j.p.SpringPersistenceUnitInfo - No LoadTimeWeaver setup: ignoring JPA class transformer
2026-08-28 08:41:05 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-23 - Starting...
2026-08-28 08:41:05 [main] INFO  com.zaxxer.hikari.pool.HikariPool - HikariPool-23 - Added connection conn220: url=jdbc:h2:mem:testdb user=SA
2026-08-28 08:41:05 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-23 - Start completed.
2026-08-28 08:41:05 [main] WARN  org.hibernate.orm.deprecation - HHH90000025: H2Dialect does not need to be specified explicitly using 'hibernate.dialect' (remove the property setting and it will be selected by default)
2026-08-28 08:41:05 [main] INFO  o.h.e.t.j.p.i.JtaPlatformInitiator - HHH000489: No JTA platform available (set 'hibernate.transaction.jta.platform' to enable JTA platform integration)
2026-08-28 08:41:05 [main] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Initialized JPA EntityManagerFactory for persistence unit 'default'
2026-08-28 08:41:08 [main] INFO  o.s.s.web.DefaultSecurityFilterChain - Will secure any request with [org.springframework.security.web.session.DisableEncodeUrlFilter@dc74811, org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@31e9b7e8, org.springframework.security.web.context.SecurityContextHolderFilter@716a7258, org.springframework.security.web.header.HeaderWriterFilter@740b6b3d, org.springframework.web.filter.CorsFilter@6664b50d, org.springframework.security.web.authentication.logout.LogoutFilter@3784ad, com.myfinance.provisioning.ProvisioningTokenFilter@3d09cf60, com.myfinance.security.JwtAuthFilter@2bad8e9b, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@308297ea, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@1f7f4044, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@1419f9b9, org.springframework.security.web.session.SessionManagementFilter@615b9e97, org.springframework.security.web.access.ExceptionTranslationFilter@3cffaadd, org.springframework.security.web.access.intercept.AuthorizationFilter@41366727]
2026-08-28 08:41:09 [main] INFO  o.s.b.a.h.H2ConsoleAutoConfiguration - H2 console available at '/h2-console'. Database available at 'jdbc:h2:mem:testdb'
2026-08-28 08:41:09 [main] DEBUG c.m.p.ProvisioningTokenFilter - Filter 'provisioningTokenFilter' configured for use
2026-08-28 08:41:09 [main] DEBUG c.myfinance.security.JwtAuthFilter - Filter 'jwtAuthFilter' configured for use
2026-08-28 08:41:09 [main] DEBUG c.m.config.RequestLoggingConfig$1 - Filter 'requestLoggingFilter' configured for use
2026-08-28 08:41:09 [main] INFO  o.s.b.t.m.w.SpringBootMockServletContext - Initializing Spring TestDispatcherServlet ''
2026-08-28 08:41:09 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Initializing Servlet ''
2026-08-28 08:41:09 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Completed initialization in 1 ms
2026-08-28 08:41:09 [main] INFO  c.m.controller.TaxControllerTest - Started TaxControllerTest in 4.04 seconds (process running for 115.847)
2026-08-28 08:41:09 [main] INFO  c.m.config.AdminUserInitializer - Admin user created (admin / admin123) — change password immediately!
2026-08-28 08:41:09 [main] INFO  c.m.config.RequestLoggingConfig - [HTTP] GET /api/tax/1 → 200 (5ms)
2026-08-28 08:41:09 [main] INFO  c.myfinance.controller.TaxController - Deleting tax record id=2
2026-08-28 08:41:09 [main] INFO  c.m.config.RequestLoggingConfig - [HTTP] DELETE /api/tax/2 → 204 (4ms)
2026-08-28 08:41:09 [main] INFO  c.m.config.RequestLoggingConfig - [HTTP] GET /api/tax → 200 (3ms)
2026-08-28 08:41:09 [main] INFO  c.myfinance.controller.TaxController - Updating tax record id=3
2026-08-28 08:41:09 [main] INFO  c.m.config.RequestLoggingConfig - [HTTP] PUT /api/tax/3 → 200 (8ms)
2026-08-28 08:41:09 [main] INFO  c.m.config.RequestLoggingConfig - [HTTP] GET /api/tax/summary → 200 (3ms)
2026-08-28 08:41:09 [main] INFO  c.myfinance.controller.TaxController - Creating tax record: assessmentYear=2024, country=Singapore
2026-08-28 08:41:09 [main] INFO  c.myfinance.controller.TaxController - Created tax record id=6
2026-08-28 08:41:09 [main] INFO  c.m.config.RequestLoggingConfig - [HTTP] POST /api/tax → 201 (5ms)
2026-08-28 08:41:09 [main] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Closing JPA EntityManagerFactory for persistence unit 'default'
2026-08-28 08:41:09 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-23 - Shutdown initiated...
2026-08-28 08:41:09 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-23 - Shutdown completed.
2026-08-28 08:41:09 [main] INFO  o.s.t.c.s.AnnotationConfigContextLoaderUtils - Could not detect default configuration classes for test class [com.myfinance.controller.InsuranceControllerTest]: InsuranceControllerTest does not declare any static, non-private, non-final, nested classes annotated with @Configuration.
2026-08-28 08:41:09 [main] INFO  o.s.b.t.c.SpringBootTestContextBootstrapper - Found @SpringBootConfiguration com.myfinance.MyFinanceApplication for test class com.myfinance.controller.InsuranceControllerTest
2026-08-28 08:41:09 [main] INFO  c.m.c.InsuranceControllerTest - Starting InsuranceControllerTest using Java 17.0.20 with PID 27124 (started by mugu in /Users/mugu/Documents/Projects/myfinance/backend)
2026-08-28 08:41:09 [main] DEBUG c.m.c.InsuranceControllerTest - Running with Spring Boot v3.2.5, Spring v6.1.6
2026-08-28 08:41:09 [main] INFO  c.m.c.InsuranceControllerTest - No active profile set, falling back to 1 default profile: "default"
2026-08-28 08:41:09 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data JPA repositories in DEFAULT mode.
2026-08-28 08:41:09 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 20 ms. Found 35 JPA repository interfaces.
2026-08-28 08:41:09 [main] INFO  o.h.jpa.internal.util.LogHelper - HHH000204: Processing PersistenceUnitInfo [name: default]
2026-08-28 08:41:09 [main] INFO  o.h.c.i.RegionFactoryInitiator - HHH000026: Second-level cache disabled
2026-08-28 08:41:09 [main] INFO  o.s.o.j.p.SpringPersistenceUnitInfo - No LoadTimeWeaver setup: ignoring JPA class transformer
2026-08-28 08:41:09 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-24 - Starting...
2026-08-28 08:41:09 [main] INFO  com.zaxxer.hikari.pool.HikariPool - HikariPool-24 - Added connection conn230: url=jdbc:h2:mem:testdb user=SA
2026-08-28 08:41:09 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-24 - Start completed.
2026-08-28 08:41:09 [main] WARN  org.hibernate.orm.deprecation - HHH90000025: H2Dialect does not need to be specified explicitly using 'hibernate.dialect' (remove the property setting and it will be selected by default)
2026-08-28 08:41:09 [main] INFO  o.h.e.t.j.p.i.JtaPlatformInitiator - HHH000489: No JTA platform available (set 'hibernate.transaction.jta.platform' to enable JTA platform integration)
2026-08-28 08:41:09 [main] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Initialized JPA EntityManagerFactory for persistence unit 'default'
2026-08-28 08:41:12 [main] INFO  o.s.s.web.DefaultSecurityFilterChain - Will secure any request with [org.springframework.security.web.session.DisableEncodeUrlFilter@6065aebc, org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@570098f6, org.springframework.security.web.context.SecurityContextHolderFilter@aac4e1, org.springframework.security.web.header.HeaderWriterFilter@4dc7c608, org.springframework.web.filter.CorsFilter@33c01ade, org.springframework.security.web.authentication.logout.LogoutFilter@b1798ae, com.myfinance.provisioning.ProvisioningTokenFilter@450da72d, com.myfinance.security.JwtAuthFilter@13ec7971, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@4cb7f21a, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@3fb39a02, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@73508608, org.springframework.security.web.session.SessionManagementFilter@2f09a29c, org.springframework.security.web.access.ExceptionTranslationFilter@21adbf99, org.springframework.security.web.access.intercept.AuthorizationFilter@5b837a74]
2026-08-28 08:41:13 [main] INFO  o.s.b.a.h.H2ConsoleAutoConfiguration - H2 console available at '/h2-console'. Database available at 'jdbc:h2:mem:testdb'
2026-08-28 08:41:13 [main] DEBUG c.m.p.ProvisioningTokenFilter - Filter 'provisioningTokenFilter' configured for use
2026-08-28 08:41:13 [main] DEBUG c.myfinance.security.JwtAuthFilter - Filter 'jwtAuthFilter' configured for use
2026-08-28 08:41:13 [main] DEBUG c.m.config.RequestLoggingConfig$1 - Filter 'requestLoggingFilter' configured for use
2026-08-28 08:41:13 [main] INFO  o.s.b.t.m.w.SpringBootMockServletContext - Initializing Spring TestDispatcherServlet ''
2026-08-28 08:41:13 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Initializing Servlet ''
2026-08-28 08:41:13 [main] INFO  o.s.t.w.s.TestDispatcherServlet - Completed initialization in 1 ms
2026-08-28 08:41:13 [main] INFO  c.m.c.InsuranceControllerTest - Started InsuranceControllerTest in 3.919 seconds (process running for 119.994)
2026-08-28 08:41:13 [main] INFO  c.m.config.AdminUserInitializer - Admin user created (admin / admin123) — change password immediately!
2026-08-28 08:41:13 [main] INFO  c.m.controller.InsuranceController - Creating bonus entry for policyId=1, year=3
2026-08-28 08:41:13 [main] INFO  c.m.config.RequestLoggingConfig - [HTTP] POST /api/insurance/1/bonus → 201 (10ms)
2026-08-28 08:41:13 [main] INFO  c.m.controller.InsuranceController - Creating bonus entry for policyId=1, year=1
2026-08-28 08:41:13 [main] INFO  c.m.config.RequestLoggingConfig - [HTTP] POST /api/insurance/1/bonus → 201 (6ms)
2026-08-28 08:41:13 [main] INFO  c.m.controller.InsuranceController - Creating bonus entry for policyId=1, year=2
2026-08-28 08:41:13 [main] INFO  c.m.config.RequestLoggingConfig - [HTTP] POST /api/insurance/1/bonus → 201 (5ms)
2026-08-28 08:41:13 [main] INFO  c.m.controller.InsuranceController - Creating insurance policy: name=AIA Life Plus, type=TERM_LIFE
2026-08-28 08:41:13 [main] INFO  c.m.controller.InsuranceController - Created insurance policy id=2
2026-08-28 08:41:13 [main] INFO  c.m.config.RequestLoggingConfig - [HTTP] POST /api/insurance → 201 (7ms)
2026-08-28 08:41:13 [main] INFO  c.m.controller.InsuranceController - Creating bonus entry for policyId=3, year=1
2026-08-28 08:41:13 [main] INFO  c.m.config.RequestLoggingConfig - [HTTP] POST /api/insurance/3/bonus → 201 (6ms)
2026-08-28 08:41:13 [main] INFO  c.m.controller.InsuranceController - Creating bonus entry for policyId=3, year=2
2026-08-28 08:41:13 [main] INFO  c.m.config.RequestLoggingConfig - [HTTP] POST /api/insurance/3/bonus → 201 (6ms)
2026-08-28 08:41:13 [main] INFO  c.m.controller.InsuranceController - Creating bonus entry for policyId=4, year=1
2026-08-28 08:41:13 [main] INFO  c.m.config.RequestLoggingConfig - [HTTP] POST /api/insurance/4/bonus → 201 (6ms)
2026-08-28 08:41:13 [main] INFO  c.m.controller.InsuranceController - Updating insurance policy id=5
2026-08-28 08:41:13 [main] INFO  c.m.config.RequestLoggingConfig - [HTTP] PUT /api/insurance/5 → 200 (5ms)
2026-08-28 08:41:13 [main] INFO  c.m.config.RequestLoggingConfig - [HTTP] GET /api/insurance → 200 (4ms)
2026-08-28 08:41:13 [main] INFO  c.m.controller.InsuranceController - Creating bonus entry for policyId=8, year=1
2026-08-28 08:41:13 [main] INFO  c.m.config.RequestLoggingConfig - [HTTP] POST /api/insurance/8/bonus → 201 (5ms)
2026-08-28 08:41:13 [main] INFO  c.m.controller.InsuranceController - Deleting bonus entry id=7
2026-08-28 08:41:13 [main] INFO  c.m.config.RequestLoggingConfig - [HTTP] DELETE /api/insurance/bonus/7 → 204 (5ms)
2026-08-28 08:41:13 [main] INFO  c.m.controller.InsuranceController - Creating insurance policy: name=Prudential Whole Life, type=WHOLE_LIFE
2026-08-28 08:41:13 [main] INFO  c.m.controller.InsuranceController - Created insurance policy id=9
2026-08-28 08:41:13 [main] INFO  c.m.config.RequestLoggingConfig - [HTTP] POST /api/insurance → 201 (6ms)
2026-08-28 08:41:13 [main] INFO  c.m.controller.InsuranceController - Creating insurance policy: name=USD Life Policy, type=TERM_LIFE
2026-08-28 08:41:13 [main] INFO  c.m.controller.InsuranceController - Created insurance policy id=10
